,hate_speech,clean_tweet
4125,2,Mimistheone stop trolling me u creepy ass cracker
18294,0,RT JamesKirby The bigger the hoops the bigger the hoe jerryspringer classic truthhurts
4601,0,SAULSOFLTHY you aint shit pussy lol go get hit you aint been touched in  yrs lmfao
17778,0,RT TideRecruits It is ok to trash talkbut I have not seen any Bama fans wishing harm or injury towards LSU players
18188,1,RT YoungCon Listen to Charlie Daniels speak the truth amp then enlist in the US FREEDOM ARMY at httptcocxzfajqUfV httptcok
14650,0,RT CharlesBWaffle These bitches lonely RT stNameBravo Females in Michigan are like those seagulls from Finding Nemo when it comes to d
13908,0,Pretty motherfucker pull up in this bitch like
12402,0,Life is a bitch amp then you die
5347,0,Saltlife Lol chill pussy
14590,0,RT CanIFuckOrNah i am a bitch but a sweetheart u feel me
6554,0,lcl you have been talking trash since we were  and 
3503,2,ImpactParasite just fuckin roasted this faggot
4772,0,SteveWorksYou how much knob do you gobble in one day Youre in over your head What a blockhead you are
386,0,rugbysocklad Helping out a mate httptcoeMNAdOQOj I love scally play Fuck yeah
12564,0,Lmfaooooo RT miavenise Ca not trust a bitch that do not smile with her teeth
19491,0,RT lamessican I love when bitches throw shade Just confirms i am doing something right 
4867,0,TeeBizzle i aint shit you aint shitbitch we meant for eachother
16192,0,RT LiberalPhenom Who on GZ is defense team is paying media to trash the prosecution constantly ThomasARoberts
13510,0,OMG RT beigegawdd Nothing in life has made me softer than Fuck me with your nigger dick
19584,0,RT lovelyDOMO when a bitch trying to flirt with my niggga  I be like   httpstcosAqUurmEzI
23005,0,Wtf bitch
15058,0,RT Drrake How to curve tf outta hoes httptcoLIGzDoUnJ
24036,0,idk yall ppl that gowent to AampT ackin like yall shocked about  bodies it was some first class hos at T that I knew personally
9190,0,Free that hoe 
23688,0,brass monkey dat funky monkey httptcoNaDoFQqDa
16845,0,RT PRAYINGFORHEAD every time bobby bitch comes on httpstcoVHRvZZR
13629,0,"Once the brainwork is done on pacemakers at medical device companies they call in the contract tinker toy engineers like SCTroll
stribpol"
22718,1,When my right hand get out niggas gon remember why we tru loyal pussy
18089,0,RT WorIdStarFunnyy this the I play soccer cheat on girls and wear khaki coloured cargos haircut httptcoNQyLxquLOC
15668,0,RT ItsFoodPorn Oreo Ice Cream Cake httptcoQpdeLzAi
5813,0,darrenburton and take the trash out and separate the recyclables
20191,0,RT tigolbittiesxo No bitch u were not born with  pounds of sephora and MAC on ya face that is not ya natural face
1710,0,butterobama I hate when I attempt to make the yellow light but the car infront of me stops at the light  I be wanting to fight
3341,0,HalieMaranda Huntermoore bitch u perfect
5410,0,littlepuffin I just saw a bad bitch on here from mf Switzerland and feel in love
1516,0,SexyUnderHere Females that know they are hoes really the coolest chicksall sex asideslmao
17217,0,RT SayLilZack Why yall is ai not do nun when the fat bitch jumped on me Yall a trip
3664,2,"JizzAtTheScene and how am I assume shit 
hmm cuz u do not know what fuck u talking about crackers these days"
4658,0,SchulzGrayson Dswizzle you talkinfgalot of shit but you cant back dem words up tho bitch ass nigga u not talking about fighting
5752,0,coLACHES Why do you bitch about everything
14975,0,RT DennisssBeauty VivaLaZulema looked like Princess Bella in that yellow dress
21590,0,The nerve of people though Cant take nobody serious i continuously laugh at you hoes
4294,0,NotEvanLarkin hope not I love dat bitch
23488,0,Your bitch always said she wanna fuck a real nigga
17377,0,RT SouthPark If you want to buy anything you just talk to the bottom bitch and then the bottom bitch talks to me Do you know what I am
16315,0,RT Lydsortiz Knew a bad bitch but she was kinda slow
11041,0,I was accused of never taking a full front face shot so here is one No slant or angle or nothing  httptcoyCuVyPVn
14862,0,"RT DFkinLopes Me You are a hoe
Hoe You was not saying that August   at  PM
Me Well you are a hoe today on October st  at "
7603,0,All of a sudden craving the hell out of Oreo cookies
9089,0,Fight me RT robb  cuz they are trash RT MarkieMarc How many cent corn dogs did you order today
7940,0,Bands will make her dance  stamps will make her twerk  If Romney becomes president  these hoes will have to work
4619,0,SacTownProdigy lol just like RGIII and go out like a weak bitch and return the next year and win  games
7731,0,And get my self a bad bitch thats loyal and one hunnid
19846,1,"RT polarisclub im laughing so hard lay is the unloyalist of hos

plea"
1939,1,uGOTTAeatTHEass Niggas swear they love a honest bitch tho httptcovastMFJphu  he salty bm
21361,0,That bitch called on Thor for some strength  RTChubbyGirlGod Wait httptcoUAfJyiOi
10499,2,I hate when black people try and be white so bad  Your a nigger
11898,0,It only be yall worthless bitches that be like that though
21613,1,The same bitches telling you to let it go are the same ones that would go in and grab it right after you
1998,0,amp fuck your bitch
4015,3,MakeAnothaHov To was a faggot crybaby
21495,0,The John Cantlie video issued by Al Furqan media is a new level of the Jihadi propaganda promises more episodes amp wages ideological warfare
11779,0,Ima pull up eat on that pussy n dip
5126,0,WebAntOnYT btw Jim crow laws were supported by democrats not republicans and MLK was a republican Fact
15036,0,RT DownSouthOutlaw What in the mother fuck is flappy bird
15173,0,RT FeeelGreatness You do not know where your boyfriend is at on a Saturday night LOL He fucking other bitches that is where he is at
9139,0,Floyd please deliver me from temptation as I oh so wish this bitch would hurry thee fuck up so I can surfboard on my bed
12502,0,Lmao they got the Titanfall jump in this bitch
21813,0,These hoes they be homie hopping  But idgf AINT NO FUN IF THA HOMIES CANT HAVE NUN  GO UP THEN
15932,0,RT KINGofMOBB Do not tell your side bitch your family business that is none of their business
2892,0,CoolStoryIsaac hahaha thanks bitch 
24078,0,ima knock da pussy out like fight night
18213,0,RT Yungbootylord Everybody think i get hoes and think ima playa but honestly im in my crib wondering bout if my mom making yellow or whi
14319,0,RT BasedPaco The NFL is very equal this season everybody showed glimpses of being trash
4854,0,TattooMyLife cuz the whole team trash
12179,1,Justin Bieber fakes his permanent bitch face and it bugs the shit out of me
16343,2,RT MXLLXVV VivaLAJuicyy gt tragedy smh RT MXLLXVV Niggas do not know you but will throw dirt on your name for the pussy you h
20397,0,RT yankeekid Who is to blame for the Yankees underperformance this year The Umps Management The Ebola OutbreakHow bout the player
5639,2,bonnoxxx haha bitch ima draw a webb in bullets round yo fuggin forehead BeamThat bitch i know where you reside
18210,0,RT YungTweetGod Bitches will give their pussy to the whole community but wont give a nigga a piece of gum
7135,0,teapot Great GIF Got a source URL for gifs
18314,0,RT LoveAblePinky gramsBee i hate ah dirty house foul living bitches it is a lot of them out there
188,0,MaxMayo httptcoXpSCmakgJ sexy lad with hot soles and arches
14346,1,RT BellefemLaVie GANGLANDABBY these niggaz bare backing any and every bitch out here
1149,0,Boobah What is the symptoms for Ebola My stomach been hurting b I am nervousbitch you better not be we was drinking out same bottle
13360,0,Niggas with bitch tendencies
11314,1,I am lactose and hoe nigga tolerant
10460,1,I hate pretty bitches that chill with lame niggas
3931,0,"LinzBella 
You date colored men"
21129,3,Spics are half breed trash No filthy native should be allowed to speak to any European
4098,0,MidnightSnacka now fuck that stfu shit how a bout u stop being a little bitch and get it round cuz u avoiding question u fucking scarry
2115,0, Wake up I am blessed  Steaight Kush No stress  Thankin God for ma success  Ma bitches say I am the best  
14582,0,RT CallMeRenee inkkofrosess Bojieasx ohh bitch you might pass lol
7361,0,"yobrandiiii PennyTheGOAT 
plot twist you have no penis
Penny would make that bitch like a balloon 
Balloons and bitches can all float"
6444,0,kiefferjason bitch what I did show up then I tweeteddm texted then called u and I asked u were tryna meet up bitch ur fucking weak
12258,0,Known to take a nigga bitch real quick
24258,0,never trust a hoe
13965,1,Quit talking shit you fucking faggot You are seriously just mad bc no one wants you Who the fuck do you even think you are
366,0,midyWIDEY I am rea start smacking bitches period  Bluffin at its best
8407,0,Chances make champions nicca ai not nothing stopping you
3235,0,GabeJGonzalez RPopBox and a prime Leija would trash most of these  dudes today
18440,0,RT deemarieeeee Nomatter how much I am feeling you u can not compete with girls who throw the pussy Im just gonna always take the L
9091,0,Fight me you tubby bitch JoseCanseco I will fight anyone
8121,1,Bobby bitch
11613,0,If you a top notch bitch lemme here you holler 
2381,1,Adrianknowsu nigglet 
2081,0, Mann these hoes get nothin   But some dick and instructions   If she with mee she fucccccckn  I said I httptcoFNTegZHh
11821,0,Instagram have you looking at motherfuckers like Who the FUCK does this bitchnigga think shehe ISSS
13759,0,Pappadeaux got the best chicken strips I swear I squeeze lemons over them hoes
11375,0,I am seventeen years old with a government job ask me if I give two fucks about the next bitch 
234,0,ShowArrive Side hoes are for insecure niggas that can not handle a real one
2975,0,DarthSnuff I would sell anything if people are willing to buy it how highly do prostitutes think of their pussy to sell that
10651,0,I let hoes make it too much
12594,0,Lol at this bitch ass boy telling me how to respond to peer pressure for values of peer pressure that equal being called a groupie
9346,2,Fuk wit a real nicca
23778,0,dont call me a nigguh unless u call me my nigguh
12288,0,LMaoooo  whoelsebutkey nobetternoworst No shade taken It is Swahili for ho And like Densuaw Lol
6463,0,kiefferjason naw my fam aint no bitch made niggas gtf off my shit fuck nigga im not your fam oh friendly ass nigga
15514,0,RT Holyfield Jihadi Work Accidents  Taliban Fighters Killed When Their IEDs Detonated Prematurely httptcoJUphsxzps Celebrate
626,0,bitch freak my shit
18751,0,RT chelseypaige I peep everything And just know I will slap a bitch with a smile on my face
14259,0,RT BARRYCLERJUSTE Whatchu sayin hoe YOU KNOW IM THE MAN HOE
7900,0,Bad Asian bitch yea she look just like Kemora
13400,0,No skimp shit here bitch
225,0,RishaaWilliams TRESHONSCROOGE Nevertrustt ol bitch ass httptcoAmcOinYwG
5225,0,YoungJeezy got me feelin like trappin ai not dead Got me ready to call the guala Salute da truth SeenItAll SeenItAllTheAutobiography
23309,0,You girls be  talking about I hate sleeping alone  Well bitch you better buy a damn teddy bear
7857,0,Aw man that bitch she go hard Put it on me I am like Oh Lord No panties baby no bra 
682,1,BurnNotice Fi shoots bean bag rounds at the guy  Hurts like a bitch do not they
7767,0,And youre a bitch RT FuckingPatBro Thotcho youre a little fucking worm you know that
12369,0,Let is Go LA support my niccas no matter what
15049,0,RT DreamChaser New Orleans in that bitch  Serious
1479,0,RawrItsTaraa Trust these bitches  Nah
8832,0,Do not you hate when someone you care about is dating a hoe but they will not listen to you
9723,0,He does Lmao RT BreesInDaCut Sean Payton been had hoes RT MrPOONsoaker Lol httptcopTDrApZtD
9694,0,Have they seen Planet of the Apes WhatTheFFacts Brazil has the highest number of monkey species of any nation in the world with 
8584,0,Cuz u a hoe
7133,1,teamDarrion just like a Velcro headed moon cricket to say fucking jungle bunny
2518,0,BAMitsjustMARY no I bitch and moan not tears
24272,0,niggas stay with insides over some hoe shit
17033,0,RT RapBars Joey Badass said Traded in my Nikes for a new mic I guess it is safe to say he sold his soles for a new life
20214,0,RT trackinBlackKev MichelleDBeadle shut the fuck up dumb bitch
533,0,Niggas always yelling Fuck bitches Get money meanwhile they are broke and still want the bitches
22032,0,This fat bitch got all huffy cause she took too long to make her turn so I took it so she mouthed off to me girlbye
12740,1,Man talk to em RT StraightCash Of course nothing is wrong with applebees if you like trash food
17189,0,RT SaluteMiSWAG nice body parts on ugly bitches is the worst
5013,0,ToddKincannon dywanwii scotja He is been drinking too much of that shitty Canadian hoser beer eh
1093,0,AdderallHadMe Adderall had me killing two birds with one stone httptcowMiNpNm
5983,0,freeyungnwild bitches talk shit you got the right to swerve god damnit you are da shittt
7274,0,wednesdaydreams I wanted to see that but I like trash sometimes lol
17139,0,RT RubinReport You can mock Michelle Obama is TurnipForWhat video but the turnip is now third in line of succession for president https
18601,1,RT ayooomoee walk like a big bitch now
11560,0,If only my new local mall was not so ghetto
11018,0,I wanna see some ass clapping legs shaking i wan see a bitch get on they head fa dese BEATs
16868,0,RT PapiRawAf Im a pimp tho no limp hoe
12847,1,Middle Eastern and Indonesian women are beautiful Never seen a ugly bitch in a Bollywood film ever
